ID,query_movie_id,recommended_movie_id,position,title,genre
3792_3,3792,800,3,Lone Star (1996),Drama|Mystery|Western
3792_4,3792,1545,4,Ponette (1996),Drama
3792_5,3792,6595,5,S.W.A.T. (2003),Action|Thriller
3792_6,3792,542,6,Son in Law (1993),Comedy|Drama|Romance
3792_7,3792,6688,7,Autumn Spring (Babí léto) (2001),Comedy|Drama
3792_8,3792,8335,8,Make Way for Tomorrow (1937),Drama
3792_9,3792,2671,9,Notting Hill (1999),Comedy|Romance
3792_10,3792,2415,10,Violets Are Blue... (1986),Drama|Romance
1006_1,1006,3508,1,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
1006_2,1006,5124,2,Town Without Pity (1961),Drama
1006_3,1006,5125,3,Used Cars (1980),Comedy
1006_4,1006,597,4,Pretty Woman (1990),Comedy|Romance
1006_5,1006,58,5,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
1006_6,1006,5293,6,Changing Lanes (2002),Drama|Thriller
1006_7,1006,5292,7,Slap Shot (1977),Comedy
1006_8,1006,5848,8,Rich and Famous (1981),Drama
1006_9,1006,5847,9,Ragtime (1981),Drama
1006_10,1006,2420,10,"Karate Kid, The (1984)",Drama
74580_1,74580,1892,1,"Perfect Murder, A (1998)",Thriller
74580_2,74580,1597,2,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
74580_3,74580,8626,3,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi
74580_4,74580,873,4,Shadow of Angels (Schatten der Engel) (1976),Drama
74580_5,74580,3582,5,"Jails, Hospitals & Hip-Hop (2000)",Comedy|Documentary|Drama
74580_6,74580,764,6,Heavy (1995),Drama|Romance
74580_7,74580,3489,7,Hook (1991),Adventure|Comedy|Fantasy
74580_8,74580,3581,8,Human Traffic (1999),Comedy
74580_9,74580,8621,9,Ivans xtc. (2000),Drama
74580_10,74580,3580,10,Up at the Villa (2000),Drama
130840_1,130840,6133,1,"State of Things, The (Stand der Dinge, Der) (1982)",Drama
130840_2,130840,2626,2,Edge of Seventeen (1998),Comedy|Drama|Romance
130840_3,130840,6221,3,Gaudi Afternoon (2001),Comedy|Drama|Mystery
130840_4,130840,2859,4,Stop Making Sense (1984),Documentary|Musical
130840_5,130840,7366,5,Jersey Girl (2004),Comedy|Drama|Romance
130840_6,130840,6974,6,"Freshman, The (1990)",Comedy|Crime
130840_7,130840,2659,7,It Came from Hollywood (1982),Comedy|Documentary
130840_8,130840,8643,8,"Cinderella Story, A (2004)",Comedy|Romance
130840_9,130840,344,9,Ace Ventura: Pet Detective (1994),Comedy
130840_10,130840,8890,10,"Alligator People, The (1959)",Horror
66544_1,66544,6558,1,Curly Sue (1991),Comedy|Drama
66544_2,66544,2590,2,Hideous Kinky (1998),Drama
66544_3,66544,4698,3,Orphans (1997),Comedy|Drama
66544_4,66544,24,4,Powder (1995),Drama|Sci-Fi
66544_5,66544,7567,5,Chance (2002),Comedy|Drama
66544_6,66544,6088,6,Jekyll & Hyde... Together Again (1982),Comedy|Sci-Fi
66544_7,66544,6017,7,Divine Intervention (Yadon ilaheyya) (2002),Comedy|Drama|Romance|War
66544_8,66544,6624,8,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
66544_9,66544,7131,9,"Summer Place, A (1959)",Drama
66544_10,66544,1926,10,"Broadway Melody, The (1929)",Musical
6695_1,6695,5599,1,Tabu: A Story of the South Seas (1931),Drama|Romance
6695_2,6695,5598,2,Surf Ninjas (1993),Comedy
6695_3,6695,5232,3,Road to Singapore (1940),Comedy|Musical
6695_4,6695,5233,4,Road to Utopia (1946),Comedy
6695_5,6695,6167,5,Stand-In (1937),Comedy
6695_6,6695,6634,6,Rowing with the Wind (Remando al viento) (1988),Drama|Romance
6695_7,6695,6863,7,School of Rock (2003),Comedy|Musical
6695_8,6695,6972,8,"Watermelon Woman, The (1996)",Documentary|Drama
6695_9,6695,3947,9,Get Carter (1971),Action|Crime|Drama|Thriller
6695_10,6695,8577,10,Comandante (2003),Documentary
6615_1,6615,6455,1,North to Alaska (1960),Comedy|Western
6615_2,6615,8037,2,Non-Stop (1996),Action|Comedy|Crime
6615_3,6615,1627,3,U Turn (1997),Crime|Drama|Mystery
6615_4,6615,6317,4,Cartouche (1962),Action|Adventure|Comedy|Drama
6615_5,6615,2781,5,"Tingler, The (1959)",Horror
6615_6,6615,2588,6,Cloudland (1998),Animation
6615_7,6615,7024,7,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama
6615_8,6615,6510,8,"Bodies, Rest & Motion (1993)",Drama|Romance
6615_9,6615,1866,9,"Big Hit, The (1998)",Action|Comedy|Crime
6615_10,6615,5382,10,Every Which Way But Loose (1978),Comedy
901_1,901,3792,1,Duel in the Sun (1946),Western
901_2,901,6138,2,Tag: The Assassination Game (a.k.a. Everybody Gets It in the End) (1982),Action|Thriller
901_3,901,4131,3,Making Mr. Right (1987),Comedy|Romance|Sci-Fi
901_4,901,7405,4,Road to Bali (1952),Comedy|Musical
901_5,901,8910,5,I Heart Huckabees (2004),Comedy
901_6,901,6252,6,"View from the Top, A (2003)",Comedy|Romance
901_7,901,986,7,Fly Away Home (1996),Adventure|Children
901_8,901,4846,8,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy
901_9,901,6222,9,Prozac Nation (2001),Drama
901_10,901,7748,10,Pierrot le fou (1965),Crime|Drama
5604_1,5604,692,1,Solo (1996),Action|Sci-Fi|Thriller
5604_2,5604,1596,2,Career Girls (1997),Drama
5604_3,5604,6953,3,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
5604_4,5604,5839,4,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama
5604_5,5604,5840,5,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama
5604_6,5604,3954,6,Just Looking (1999),Comedy
5604_7,5604,5484,7,Happy Times (Xingfu shiguang) (2000),Comedy|Drama
5604_8,5604,5485,8,Tadpole (2002),Comedy|Drama|Romance
5604_9,5604,6378,9,"Italian Job, The (2003)",Action|Crime
5604_10,5604,4224,10,Exit Wounds (2001),Action|Thriller
7154_1,7154,1617,1,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
7154_2,7154,173,2,Judge Dredd (1995),Action|Crime|Sci-Fi
7154_3,7154,5640,3,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",Horror|Sci-Fi
7154_4,7154,5641,4,"Moderns, The (1988)",Drama
7154_5,7154,3765,5,"Hot Spot, The (1990)",Crime|Drama|Romance
7154_6,7154,1679,6,Chairman of the Board (1998),Comedy
7154_7,7154,8220,7,"Walking Dead, The (1936)",Crime|Horror|Sci-Fi
7154_8,7154,319,8,Shallow Grave (1994),Comedy|Drama|Thriller
7154_9,7154,4726,9,"Turandot Project, The (2000)",Documentary
7154_10,7154,137,10,Man of the Year (1995),Documentary
40870_1,40870,3688,1,Porky's (1982),Comedy
40870_2,40870,1406,2,"Judgement in Stone, A (Cérémonie, La) (1995)",Drama
40870_3,40870,2001,3,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
40870_4,40870,7624,4,School Ties (1992),Drama
40870_5,40870,4667,5,Slaves of New York (1989),Drama
40870_6,40870,6526,6,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),Drama
40870_7,40870,313,7,"Swan Princess, The (1994)",Animation|Children
40870_8,40870,4110,8,"Fourth Protocol, The (1987)",Thriller
40870_9,40870,3004,9,"Bachelor, The (1999)",Comedy|Romance
40870_10,40870,6962,10,OT: Our Town (2002),Documentary
4210_1,4210,2407,1,Cocoon (1985),Comedy|Sci-Fi
4210_2,4210,1270,2,Back to the Future (1985),Adventure|Comedy|Sci-Fi
4210_3,4210,4374,3,Let It Snow (1999),Comedy|Romance
4210_4,4210,6699,4,Once Upon a Time in the Midlands (2002),Drama
4210_5,4210,3375,5,Destination Moon (1950),Sci-Fi
4210_6,4210,6837,6,Love Affair (1939),Comedy|Drama|Romance
4210_7,4210,4062,7,Mystic Pizza (1988),Comedy|Drama|Romance
4210_8,4210,7093,8,"Front Page, The (1974)",Comedy
4210_9,4210,2873,9,Lulu on the Bridge (1998),Drama|Mystery|Romance
4210_10,4210,703,10,Boys (1996),Drama
6666_1,6666,2068,1,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
6666_2,6666,8366,2,Saved! (2004),Comedy|Drama
6666_3,6666,6958,3,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
6666_4,6666,7302,4,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy
6666_5,6666,8820,5,Spinout (1966),Comedy|Musical
6666_6,6666,6862,6,Out of Time (2003),Crime|Drama|Thriller
6666_7,6666,6857,7,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy
6666_8,6666,1225,8,Amadeus (1984),Drama
6666_9,6666,3284,9,They Might Be Giants (1971),Comedy|Mystery|Romance
6666_10,6666,2382,10,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
6603_1,6603,4699,1,Original Sin (2001),Drama|Romance|Thriller
6603_2,6603,4521,2,Little Nikita (1988),Drama
6603_3,6603,4996,3,Little Otik (Otesánek) (2000),Comedy|Drama|Fantasy
6603_4,6603,4995,4,"Beautiful Mind, A (2001)",Drama|Romance
6603_5,6603,2262,5,About Last Night... (1986),Comedy|Drama|Romance
6603_6,6603,4493,6,Critters 2: The Main Course (1988),Comedy|Horror|Sci-Fi
6603_7,6603,3696,7,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
6603_8,6603,5807,8,Love In the Time of Money (2002),Comedy|Drama|Romance
6603_9,6603,5808,9,"Weight of Water, The (2000)",Thriller
6603_10,6603,1906,10,Mr. Jealousy (1997),Comedy|Romance
4831_1,4831,6690,1,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery
4831_2,4831,6230,2,Bang the Drum Slowly (1973),Drama
4831_3,4831,931,3,Spellbound (1945),Mystery|Romance|Thriller
4831_4,4831,3974,4,"Little Vampire, The (2000)",Adventure|Children
4831_5,4831,1098,5,"Search for One-eye Jimmy, The (1996)",Comedy
4831_6,4831,4862,6,Not Without My Daughter (1991),Drama
4831_7,4831,631,7,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
4831_8,4831,5341,8,Lenny (1974),Drama
4831_9,4831,5340,9,Joe (1970),Drama
4831_10,4831,8545,10,Plain Dirty (a.k.a. Briar Patch) (2003),Drama|Romance
3577_1,3577,8753,1,Unprecedented: The 2000 Presidential Election (2002),Documentary
3577_2,3577,8337,2,"Caine Mutiny, The (1954)",Drama|War
3577_3,3577,2431,3,Patch Adams (1998),Comedy|Drama
3577_4,3577,828,4,"Adventures of Pinocchio, The (1996)",Adventure|Children
3577_5,3577,3340,5,Bride of the Monster (1955),Horror|Sci-Fi
3577_6,3577,8426,6,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi
3577_7,3577,1277,7,Cyrano de Bergerac (1990),Comedy|Drama|Romance
3577_8,3577,5988,8,Quicksilver (1986),Drama
3577_9,3577,3423,9,School Daze (1988),Drama
3577_10,3577,7218,10,"Ox-Bow Incident, The (1943)",Drama|Western
27778_1,27778,2792,1,Airplane II: The Sequel (1982),Comedy
27778_2,27778,4285,2,Frankie and Johnny (1991),Comedy|Romance
27778_3,27778,2348,3,Sid and Nancy (1986),Drama
27778_4,27778,8393,4,Give My Regards to Broad Street (1984),Drama|Musical
27778_5,27778,2723,5,Mystery Men (1999),Action|Comedy|Fantasy
27778_6,27778,3177,6,Next Friday (2000),Comedy
27778_7,27778,831,7,Stonewall (1995),Drama
27778_8,27778,7251,8,Where the Day Takes You (1992),Drama
27778_9,27778,2400,9,Prancer (1989),Children|Drama|Fantasy
27778_10,27778,288,10,Natural Born Killers (1994),Action|Crime|Thriller
6434_1,6434,1173,1,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
6434_2,6434,595,2,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
6434_3,6434,6050,3,Gus (1976),Children|Comedy
6434_4,6434,7196,4,"Men, The (1950)",Drama
6434_5,6434,2468,5,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
6434_6,6434,5986,6,Fat City (1972),Drama
6434_7,6434,8253,7,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
6434_8,6434,6171,8,Cesar & Rosalie (César et Rosalie) (1972),Comedy|Drama|Romance
6434_9,6434,2896,9,Alvarez Kelly (1966),Western
6434_10,6434,6100,10,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance
34148_1,34148,3396,1,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
34148_2,34148,8643,2,"Cinderella Story, A (2004)",Comedy|Romance
34148_3,34148,8894,3,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller
34148_4,34148,6990,4,"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)",Action|Adventure|Comedy|Crime|Drama
34148_5,34148,1135,5,Private Benjamin (1980),Comedy
34148_6,34148,344,6,Ace Ventura: Pet Detective (1994),Comedy
34148_7,34148,7146,7,What Alice Found (2003),Crime|Drama
34148_8,34148,6929,8,Dirt (2001),Comedy|Crime
34148_9,34148,4819,9,Go Figure (Va savoir) (2001),Comedy|Drama|Romance
34148_10,34148,1386,10,Terror in a Texas Town (1958),Western
4289_1,4289,6028,1,"Easy Come, Easy Go (1967)",Adventure|Musical
4289_2,4289,5545,2,"Unearthly, The (1957)",Horror|Sci-Fi
4289_3,4289,5544,3,Time After Time (1979),Sci-Fi|Thriller
4289_4,4289,2589,4,Friends & Lovers (1999),Comedy|Drama|Romance
4289_5,4289,7303,5,"Diary of Anne Frank, The (1959)",Drama|War
4289_6,4289,1170,6,Best of the Best 3: No Turning Back (1995),Action
4289_7,4289,9000,7,That's Entertainment! III (1994),Documentary
4289_8,4289,1971,8,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
4289_9,4289,8448,9,ComDads (les Compères) (1983),Comedy|Crime
4289_10,4289,1729,10,Jackie Brown (1997),Crime|Drama|Thriller
62970_1,62970,6294,1,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
62970_2,62970,5171,2,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
62970_3,62970,5170,3,All About the Benjamins (2002),Action|Comedy|Crime
62970_4,62970,4708,4,Marat/Sade (1966),Drama|Musical
62970_5,62970,3461,5,Lord of the Flies (1963),Adventure|Drama|Thriller
62970_6,62970,246,6,Hoop Dreams (1994),Documentary
62970_7,62970,7774,7,My Side of the Mountain (1969),Adventure|Children
62970_8,62970,118,8,If Lucy Fell (1996),Comedy|Romance
62970_9,62970,8976,9,San Antonio (1945),Western
62970_10,62970,6961,10,Damage (Fatale) (1992),Drama
7802_1,7802,1375,1,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
7802_2,7802,4200,2,Double Impact (1991),Action
7802_3,7802,5838,3,Madame Bovary (1991),Drama
7802_4,7802,5837,4,Legion of the Dead (2001),Comedy|Horror
7802_5,7802,8918,5,Eulogy (2004),Comedy|Crime|Drama
7802_6,7802,470,6,House Party 3 (1994),Comedy
7802_7,7802,4256,7,"Center of the World, The (2001)",Drama
7802_8,7802,6257,8,I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),Documentary|Drama
7802_9,7802,4573,9,Blaze (1989),Comedy|Drama
7802_10,7802,5956,10,Gangs of New York (2002),Crime|Drama
160341_1,160341,2990,1,Licence to Kill (1989),Action|Adventure|Thriller
160341_2,160341,4554,2,To Kill a Priest (1988),Drama
160341_3,160341,3953,3,Dr. T and the Women (2000),Comedy|Romance
160341_4,160341,5924,4,Barbarosa (1982),Western
160341_5,160341,5923,5,Author! Author! (1982),Comedy|Drama
160341_6,160341,7337,6,American Gun (2002),Drama
160341_7,160341,4114,7,"Good Morning, Babylon (1987)",Drama
160341_8,160341,5398,8,Requiem for a Heavyweight (1962),Drama
160341_9,160341,5399,9,River of No Return (1954),Adventure|Western
160341_10,160341,3190,10,Supernova (2000),Adventure|Sci-Fi|Thriller
2336_1,2336,270,1,Love Affair (1994),Drama|Romance
2336_2,2336,7314,2,Robot Stories (2003),Drama|Sci-Fi
2336_3,2336,737,3,Barb Wire (1996),Action|Sci-Fi
2336_4,2336,1190,4,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
2336_5,2336,8153,5,Lust for Life (1956),Drama
2336_6,2336,2773,6,Alice and Martin (Alice et Martin) (1998),Drama
2336_7,2336,2387,7,Very Bad Things (1998),Comedy|Crime
2336_8,2336,3410,8,Soft Fruit (1999),Comedy|Drama
2336_9,2336,5896,9,New Waterford Girl (1999),Comedy
2336_10,2336,5895,10,Making Contact (a.k.a. Joey) (1985),Fantasy|Horror|Sci-Fi
59667_1,59667,5839,1,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama
59667_2,59667,5840,2,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama
59667_3,59667,5863,3,Take This Job and Shove It (1981),Comedy
59667_4,59667,5864,4,"Tarzan, the Ape Man (1981)",Adventure
59667_5,59667,3954,5,Just Looking (1999),Comedy
59667_6,59667,6291,6,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama
59667_7,59667,6004,7,Abraham's Valley (Vale Abraão) (1993),Drama
59667_8,59667,4570,8,"Big Picture, The (1989)",Comedy|Drama
59667_9,59667,2288,9,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
59667_10,59667,6378,10,"Italian Job, The (2003)",Action|Crime
2114_1,2114,3825,1,Coyote Ugly (2000),Comedy|Drama|Romance
2114_2,2114,255,2,"Jerky Boys, The (1995)",Comedy
2114_3,2114,2865,3,Sugar Town (1999),Comedy
2114_4,2114,2326,4,Shattered Image (1998),Drama|Thriller
2114_5,2114,4560,5,Watchers (1988),Horror|Sci-Fi
2114_6,2114,664,6,Faithful (1996),Comedy
2114_7,2114,860,7,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
2114_8,2114,8040,8,Brain Donors (1992),Comedy
2114_9,2114,6310,9,Memories of Me (1988),Comedy|Drama
2114_10,2114,2914,10,Molly (1999),Comedy|Drama
2757_1,2757,4935,1,"Falls, The (1980)",Drama|Sci-Fi
2757_2,2757,4936,2,Fame (1980),Drama|Musical
2757_3,2757,6353,3,Roadie (1980),Comedy|Musical
2757_4,2757,4885,4,Domestic Disturbance (2001),Thriller
2757_5,2757,3973,5,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
2757_6,2757,5177,6,"Magnificent Ambersons, The (1942)",Drama|Romance
2757_7,2757,5176,7,Luminarias (2000),Comedy|Romance
2757_8,2757,4803,8,Play Misty for Me (1971),Drama|Thriller
2757_9,2757,1862,9,Species II (1998),Horror|Sci-Fi
2757_10,2757,428,10,"Bronx Tale, A (1993)",Drama
303_1,303,2879,1,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
303_2,303,3040,2,Meatballs (1979),Comedy
303_3,303,8746,3,King of the Ants (2003),Crime|Horror
303_4,303,8014,4,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
303_5,303,1004,5,"Glimmer Man, The (1996)",Action|Thriller
303_6,303,7387,6,Dawn of the Dead (1978),Action|Drama|Horror
303_7,303,6897,7,Unconditional Love (2002),Comedy|Drama
303_8,303,2474,8,"Color of Money, The (1986)",Drama
303_9,303,1411,9,Hamlet (1996),Crime|Drama|Romance
303_10,303,2241,10,Class (1983),Comedy
94478_1,94478,5034,1,"Truly, Madly, Deeply (1991)",Drama|Romance
94478_2,94478,5033,2,"Russia House, The (1990)",Drama|Thriller
94478_3,94478,1377,3,Batman Returns (1992),Action|Crime
94478_4,94478,5395,4,"Gambler, The (1974)",Drama
94478_5,94478,5394,5,Don't Bother to Knock (1952),Drama|Thriller
94478_6,94478,8232,6,I Love You Again (1940),Comedy|Drama
94478_7,94478,4285,7,Frankie and Johnny (1991),Comedy|Romance
94478_8,94478,2074,8,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
94478_9,94478,7321,9,Twisted (2004),Thriller
94478_10,94478,6377,10,Finding Nemo (2003),Adventure|Animation|Children|Comedy
8933_1,8933,3182,1,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
8933_2,8933,7013,2,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller
8933_3,8933,5231,3,Road to Morocco (1942),Comedy
8933_4,8933,5230,4,"Paleface, The (1948)",Comedy|Western
8933_5,8933,4683,5,"Wizard, The (1989)",Adventure|Children|Comedy|Drama
8933_6,8933,8788,6,Thunderbird Six (1968),Action|Sci-Fi
8933_7,8933,381,7,When a Man Loves a Woman (1994),Drama|Romance
8933_8,8933,1216,8,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
8933_9,8933,3065,9,Nothing to Lose (a.k.a. Ten Benny) (1996),Drama
8933_10,8933,2856,10,I Saw What You Did (1965),Thriller
81819_1,81819,8817,1,"Trouble with Girls, The (1969)",Comedy|Drama
81819_2,81819,479,2,Judgment Night (1993),Action|Crime|Thriller
81819_3,81819,6376,3,Respiro (2002),Comedy|Drama
81819_4,81819,8827,4,"Bill Cosby, Himself (1983)",Comedy|Documentary
81819_5,81819,7739,5,Virtual Sexuality (1999),Comedy|Drama
81819_6,81819,7899,6,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action
81819_7,81819,1547,7,Shiloh (1997),Children|Drama
81819_8,81819,4161,8,"Mexican, The (2001)",Action|Comedy
81819_9,81819,5705,9,Xanadu (1980),Fantasy|Musical|Romance
81819_10,81819,5706,10,"...All the Marbles (California Dolls, The) (1981)",Action|Comedy|Drama|Romance
72489_1,72489,7396,1,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
72489_2,72489,4808,2,"Vanishing, The (1993)",Mystery|Thriller
72489_3,72489,1087,3,Madame Butterfly (1995),Musical
72489_4,72489,6480,4,Thoroughly Modern Millie (1967),Comedy|Musical
72489_5,72489,861,5,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
72489_6,72489,4232,6,Spy Kids (2001),Action|Adventure|Children|Comedy
72489_7,72489,3655,7,Blow-Out (La grande bouffe) (1973),Drama
72489_8,72489,1137,8,Hustler White (1996),Romance
72489_9,72489,741,9,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
72489_10,72489,4141,10,Head Over Heels (2001),Comedy|Romance
4113_1,4113,1353,1,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
4113_2,4113,4497,2,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi
4113_3,4113,3006,3,"Insider, The (1999)",Drama|Thriller
4113_4,4113,2472,4,Tough Guys (1986),Comedy
4113_5,4113,4164,5,"Caveman's Valentine, The (2001)",Drama
4113_6,4113,6848,6,Kingdom of the Spiders (1977),Horror|Sci-Fi
4113_7,4113,8728,7,"Creeping Flesh, The (1973)",Horror|Sci-Fi
4113_8,4113,5009,8,Ali (2001),Drama
4113_9,4113,5010,9,Black Hawk Down (2001),Action|Drama|War
4113_10,4113,2419,10,Extremities (1986),Drama|Thriller
7302_1,7302,1484,1,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
7302_2,7302,3599,2,Anchors Aweigh (1945),Comedy|Musical
7302_3,7302,2323,3,"Cruise, The (1998)",Documentary
7302_4,7302,9010,4,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance
7302_5,7302,7307,5,Flesh & Blood (1985),Action|Adventure|Drama|War
7302_6,7302,4560,6,Watchers (1988),Horror|Sci-Fi
7302_7,7302,6001,7,"King of Comedy, The (1983)",Comedy|Drama
7302_8,7302,4833,8,"Changeling, The (1980)",Horror|Mystery|Thriller
7302_9,7302,5449,9,Mr. Deeds (2002),Comedy|Romance
7302_10,7302,5448,10,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy
2803_1,2803,4631,1,Old Gringo (1989),Drama
2803_2,2803,3944,2,Bootmen (2000),Comedy|Drama
2803_3,2803,2565,3,"King and I, The (1956)",Drama|Musical|Romance
2803_4,2803,8695,4,"Bachelor and the Bobby-Soxer, The (1947)",Comedy
2803_5,2803,3025,5,Rough Night in Jericho (1967),Western
2803_6,2803,2891,6,"Happy, Texas (1999)",Comedy
2803_7,2803,4414,7,X: The Man with the X-Ray Eyes (1963),Sci-Fi|Thriller
2803_8,2803,4515,8,Imagine: John Lennon (1988),Documentary
2803_9,2803,1645,9,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
2803_10,2803,4357,10,How to Marry a Millionaire (1953),Comedy|Drama|Romance
36276_1,36276,3495,1,Roadside Prophets (1992),Comedy|Drama
36276_2,36276,5049,2,48 Hrs. (1982),Action|Comedy|Crime|Drama
36276_3,36276,5050,3,"Farewell, The (Abschied - Brechts letzter Sommer) (2000)",Drama
36276_4,36276,873,4,Shadow of Angels (Schatten der Engel) (1976),Drama
36276_5,36276,6452,5,"Long, Hot Summer, The (1958)",Drama
36276_6,36276,6260,6,"Robe, The (1953)",Drama
36276_7,36276,3581,7,Human Traffic (1999),Comedy
36276_8,36276,3580,8,Up at the Villa (2000),Drama
36276_9,36276,6986,9,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama
36276_10,36276,8621,10,Ivans xtc. (2000),Drama
27618_1,27618,2724,1,Runaway Bride (1999),Comedy|Romance
27618_2,27618,7821,2,Ice-Cold in Alex (1958),Adventure|Drama|War
27618_3,27618,1928,3,Cimarron (1931),Drama|Western
27618_4,27618,3937,4,Runaway (1984),Sci-Fi|Thriller
27618_5,27618,2675,5,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",Comedy|Drama|Romance
27618_6,27618,7727,6,Protocol (1984),Comedy
27618_7,27618,2079,7,Kidnapped (1960),Adventure|Children|Drama
27618_8,27618,5942,8,"Hot Chick, The (2002)",Comedy
27618_9,27618,6768,9,Luther (2003),Drama
27618_10,27618,3873,10,Cat Ballou (1965),Comedy|Western
3034_1,3034,3972,1,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
3034_2,3034,164,2,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
3034_3,3034,2154,3,How Stella Got Her Groove Back (1998),Drama|Romance
3034_4,3034,8134,4,Wonderful Days (a.k.a. Sky Blue) (2003),Animation|Sci-Fi
3034_5,3034,1586,5,G.I. Jane (1997),Action|Drama
3034_6,3034,2130,6,Atlantic City (1980),Crime|Drama|Romance
3034_7,3034,8668,7,Some Girl (1998),Comedy|Drama
3034_8,3034,4585,8,"Dream Team, The (1989)",Comedy
3034_9,3034,6803,9,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller
3034_10,3034,1585,10,Love Serenade (1996),Comedy
48150_1,48150,7444,1,13 Going on 30 (2004),Comedy|Fantasy|Romance
48150_2,48150,4452,2,Made (2001),Comedy
48150_3,48150,3255,3,"League of Their Own, A (1992)",Comedy|Drama
48150_4,48150,8275,4,College (1927),Comedy
48150_5,48150,1461,5,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
48150_6,48150,8912,6,Taxi (2004),Action|Comedy
48150_7,48150,4886,7,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
48150_8,48150,4095,8,Cry Freedom (1987),Drama
